university,204.16.251.241,42.5563000000,-83.1769000000,28.60540,55.46820,73.22840,33.01760,56.76420,59.37460,25.31040,21.05080,45.98120,181.19100,58.63740,28.88280,12.83400,21.55500,1,204.16.251.241,61
university,50.28.93.214,42.7257000000,-84.6360000000,30.73760,35.37500,59.33360,26.94160,51.70260,56.24080,35.09220,17.85540,44.06880,127.98920,29.80780,32.26460,12.33160,19.09760,3,50.28.93.214,64
university,67.223.226.191,42.5051000000,-71.2047000000,1.22240,6.39760,79.81880,47.03740,37.52940,77.93300,14.08640,55.08020,65.54760,204.73780,71.25500,47.55600,29.96400,38.72380,5,67.223.226.191,55
university,72.52.238.10,42.7257000000,-84.6360000000,32.55860,35.26920,60.42500,29.75260,58.45280,60.15040,37.55200,15.21060,49.32360,53.97140,31.83040,34.95180,9.12200,25.60040,6,72.52.238.10,64
university,74.83.241.80,39.1620000000,-84.4569000000,26.40900,25.36980,75.80320,45.67200,37.52080,77.39240,27.60580,31.45880,83.22340,130.07500,17.52560,67.51360,22.62700,29.55740,7,74.83.241.80,57
university,50.28.53.250,42.7257000000,-84.6360000000,31.26180,33.95660,59.34320,28.50880,50.53040,55.96800,34.94500,15.15840,44.54360,68.56080,27.64720,41.55760,8.00880,20.91480,9,50.28.53.250,64
university,173.236.169.43,33.9269000000,-117.8612000000,14.39980,7.81280,73.99400,34.76940,28.74220,63.40000,5.39320,35.96760,61.54960,127.66900,21.77660,37.68640,29.51120,32.35460,23,173.236.169.43,90
university,129.137.3.95,39.1668000000,-84.5382000000,37.34420,24.37500,90.46900,46.49820,61.75640,100.28920,23.51420,26.37960,61.19280,142.23360,40.28640,63.21800,27.95600,48.50980,28,129.137.3.95,66
university,205.186.175.147,34.0202000000,-118.3928000000,75.23460,74.98960,9.77320,37.38940,61.22740,26.98600,67.61280,56.52740,57.21120,60.90340,47.25880,78.20540,56.09380,51.04340,34,205.186.175.147,90
university,64.13.222.55,34.0202000000,-118.3928000000,75.07480,71.79150,9.80720,35.13900,64.81120,30.26320,67.66400,56.62380,60.52820,87.97720,68.41060,79.39540,52.69080,54.25060,36,64.13.222.55,90
university,98.143.159.197,34.0438000000,-118.2512000000,94.14260,98.41480,12.23460,33.60440,67.14160,27.26940,69.53040,62.20020,57.07800,59.72560,53.89940,85.52980,58.47640,80.88340,39,98.143.159.197,90
university,162.159.245.217,37.7697000000,-122.3933000000,7.88320,0.66820,1.34820,0.35560,0.57800,24.31920,5.22200,15.45380,31.41700,173.28060,14.10120,31.12800,9.18340,24.93620,55,162.159.245.217,82
university,64.50.179.156,33.8502000000,-117.7912000000,80.68320,81.94880,13.80480,44.91460,75.94200,33.92020,81.11320,55.42640,56.16580,93.50520,47.78680,78.69860,59.78240,63.31920,64,64.50.179.156,89
university,67.227.230.18,42.7257000000,-84.6360000000,36.38060,40.48180,59.19860,29.76100,48.23400,56.25040,32.55860,18.39760,48.30720,87.03520,27.40900,34.41625,12.82700,20.15520,66,67.227.230.18,64
university,192.160.165.163,41.7859000000,-88.1473000000,26.12240,28.87420,54.25320,25.91920,63.85700,52.78900,26.32100,11.68080,40.80460,62.02460,23.92400,26.03620,4.28920,11.66840,70,192.160.165.163,72
university,205.186.184.106,34.0202000000,-118.3928000000,75.07400,72.56680,9.65000,38.24220,62.99100,27.09920,71.51400,59.99620,63.16020,79.16100,47.11440,97.53920,55.97960,65.68460,76,205.186.184.106,90
university,164.58.253.80,34.6189000000,-96.3549000000,44.18480,51.49000,52.35640,9.96140,39.54160,59.56140,49.79380,32.72220,40.03120,87.58760,30.70000,50.08420,27.97120,36.16320,79,164.58.253.80,94
university,64.107.76.4,41.9792000000,-88.0895000000,129.86580,35.89660,63.99860,44.05040,78.78240,83.98000,64.26920,36.31040,50.55660,152.04900,28.85960,33.48360,12.22560,20.04540,85,64.107.76.4,71
university,207.32.177.179,42.4650000000,-83.2307000000,20.77040,29.30040,59.53580,33.34800,93.92220,57.28280,27.37360,15.22620,45.81660,69.88500,28.13920,49.94920,24.75720,29.54920,93,207.32.177.179,61
university,50.28.62.35,42.7257000000,-84.6360000000,32.14720,33.96920,60.16660,36.58660,55.78960,56.32020,31.89000,16.04140,43.58820,109.25880,28.19960,32.71300,10.93280,24.70600,100,50.28.62.35,64
university,173.236.226.1,33.9269000000,-117.8612000000,14.23920,8.11300,70.05240,35.14580,74.53840,84.76520,6.21940,33.55540,61.63460,189.62160,20.20660,48.00100,27.86260,50.61300,102,173.236.226.1,90
