university,184.106.71.26,29.4889000000,-98.3987000000,25.36220,34.40320,53.85100,29.74540,46.14360,48.03200,27.72480,10.11440,39.13260,69.45120,25.98660,29.70760,3.05720,23.51560,11,184.106.71.26,139
university,50.56.3.196,29.4889000000,-98.3987000000,25.34020,34.23720,54.14420,24.11240,49.38280,48.69640,27.57300,9.95380,36.74200,65.66180,25.90820,24.60600,2.43840,23.32520,14,50.56.3.196,139
university,96.126.104.133,39.4899000000,-74.4773000000,8.35040,1.81240,81.24900,42.95200,35.38480,76.14280,9.03820,95.88240,59.98160,102.26400,39.40380,36.42860,25.98780,37.81820,17,96.126.104.133,143
university,65.98.111.218,38.6780000000,-77.3197000000,7.66520,0.99760,70.03520,43.41600,33.57720,67.42880,8.28140,48.08720,57.09460,127.62740,27.94260,50.77120,24.05480,35.53700,20,65.98.111.218,102
university,199.167.43.203,38.9358000000,-77.1621000000,14.75140,8.27400,75.59900,41.45960,27.94400,90.48520,7.15120,25.33980,60.62580,85.39300,13.66160,48.22740,20.83060,29.60100,21,199.167.43.203,111
university,198.101.128.29,29.4889000000,-98.3987000000,25.19820,34.23880,53.92020,35.19460,50.49320,49.81080,27.60060,11.25100,38.37320,220.46240,27.67340,26.42880,8.93060,25.00240,25,198.101.128.29,139
university,184.106.116.26,40.7448000000,-73.9488000000,28.84320,34.61860,54.38220,28.85220,52.42380,49.02980,28.24540,12.62700,39.54440,338.33000,29.72200,35.22760,10.27500,25.95740,29,184.106.116.26,159
university,74.121.198.26,38.9266000000,-77.3936000000,16.21060,8.38840,70.87540,34.16380,30.16900,98.42280,5.73000,30.98960,68.62875,157.29200,17.44960,75.78460,69.53020,29.77020,32,74.121.198.26,206
university,216.244.115.147,41.2833000000,-72.8653000000,11.09000,7.92780,71.04880,49.78300,36.29000,72.63120,41.61520,34.87960,63.56260,128.19360,33.70260,44.13900,25.85400,40.85560,35,216.244.115.147,122
university,204.232.170.144,29.4889000000,-98.3987000000,14.41760,45.24000,77.23820,41.06840,28.59040,79.68700,5.35700,24.22520,62.76620,69.95533,14.22840,37.98180,23.62820,38.38260,38,204.232.170.144,139
university,74.123.180.42,41.6856000000,-72.7312000000,16.94360,50.40650,82.06120,43.51960,44.47540,84.45820,17.81700,42.13460,76.58000,216.96540,29.77600,50.80740,32.38040,45.04920,42,74.123.180.42,128
university,198.251.67.1,40.0548000000,-75.4083000000,56.16040,44.10280,65.71480,22.70840,59.51640,62.26720,40.86280,29.99320,52.48440,154.37460,46.27240,64.48460,17.71080,40.84180,43,198.251.67.1,158
university,192.155.89.199,39.4899000000,-74.4773000000,12.88960,1.47100,71.17740,40.30520,35.21140,79.63440,8.02600,30.13660,57.65760,94.20220,39.54200,35.76100,21.84520,35.71100,49,192.155.89.199,143
