Indiana University System (IN)	www.indiana.edu	129.79.78.192	39.25	-86.456
Indiana University/Purdue University at Columbus (IN)	www.iupuc.edu	156.56.198.203	39.25	-86.456
Indiana University/Purdue University at Fort Wayne (IN)	www.ipfw.edu	149.164.226.75	41.099	-85.118
Indiana University/Purdue University at Indianapolis (IN)	www.iupui.edu	129.79.78.167	39.25	-86.456
Indiana University of Pennsylvania (PA)	www.iup.edu	144.80.198.82	40.64	-79.129
Indiana Wesleyan University (IN)	www.indwes.edu	199.8.27.201	40.51	-85.626
Institute for Clinical Social Work (IL)	www.icsw.edu	209.196.155.216	33.752	-84.392
Institute for the Psychological Sciences (VA)	ipsciences.edu	144.202.224.250	39.264	-76.589
Institute of American Indian Arts (NM)	www.iaia.edu	64.78.30.36	37.419	-122.057
Institute of World Politics (DC)	www.iwp.edu	74.217.243.49	33.752	-84.392
Interdenominational Theological Center (GA)	www.itc.edu	66.150.26.203	33.882	-84.378
Iona College (NY)	www.iona.edu	192.231.231.60	40.915	-73.782
Iowa State University (IA)	www.iastate.edu	129.186.23.166	42.036	-93.465
Iowa Wesleyan College (IA)	www.iwc.edu	168.61.0.115	38	-97
Irell & Manella Graduate School of Biological Sciences (CA)	www.cityofhope.org	151.152.139.61	34.148	-117.999
Ithaca College (NY)	www.ithaca.edu	147.129.56.50	42.407	-76.516
Jackson State University (MS)	www.jsums.edu	23.92.16.195	39.49	-74.477
Jacksonville University (FL)	www.ju.edu	204.29.160.204	30.334	-81.582
Jacksonville State University (AL)	www.jsu.edu	205.174.48.175	33.856	-85.776
James Madison University (VA)	www.jmu.edu	134.126.10.50	38.441	-78.874
Jarvis Christian College (TX)	www.jarvis.edu	50.62.112.17	33.612	-111.891
Jefferson College of Health Sciences (VA)	www.jchs.edu	107.21.104.61	39.044	-77.488
The Jewish Theological Seminary of America (NY)	www.jtsa.edu	149.105.5.48	40.812	-73.953
John Brown University (AR)	www.jbu.edu	70.182.111.180	36.169	-94.456
John Carroll University (OH)	sites.jcu.edu	74.205.123.208	29.489	-98.399
John F. Kennedy University (CA)	www.jfku.edu	198.17.145.122	32.867	-117.248
John Marshall Law School (IL)	www.jmls.edu	69.174.53.55	38	-97
Johns Hopkins University (MD)	www.jhu.edu	128.220.192.40	39.329	-76.597
Johnson University (TN)	www.johnsonu.edu	198.146.154.9	36.104	-86.66
Johnson University Florida (FL)	www.johnsonu.edu	198.146.154.9	36.104	-86.66
Johnson C. Smith University (NC)	www.jcsu.edu	67.227.162.232	42.726	-84.636
Johnson State College (VT)	www.jsc.edu	23.253.147.88	29.489	-98.399
Johnson & Wales University (RI)	www.jwu.edu	192.225.208.17	38.875	-77.113
Jones International University (CO)	www.jiu.edu	198.62.160.52	38	-97
Judson College (AL)	www.judson.edu	208.86.227.90	35.772	-78.639
Judson University (IL)	www.judsonu.edu	166.90.77.112	42.043	-88.08
The Juilliard School (NY)	www.juilliard.edu	162.159.244.112	37.77	-122.393
Juniata College (PA)	www.juniata.edu	192.112.102.5	40.562	-77.854
La Roche College (PA)	www.laroche.edu	50.201.253.97	40.546	-80.052
La Salle University (PA)	www.lasalle.edu	139.84.10.210	40.038	-75.145
La Sierra University (CA)	lasierra.edu	192.156.214.4	33.953	-117.396
Labouré College (MA)	www.laboure.edu	216.87.172.186	26.188	-80.171
Lafayette College (PA)	www.lafayette.edu	139.147.15.36	40.642	-75.228
LaGrange College (GA)	www.lagrange.edu	69.61.33.34	33	65
Laguna College of Art & Design (CA)	www.lcad.edu	70.32.78.230	34.02	-118.393
Lake Erie College (OH)	www.lec.edu	198.30.143.4	41.697	-81.197
Lake Erie College of Osteopathic Medicine (PA)	www.lecom.edu	208.40.134.92	40.441	-79.996
Lake Forest College (IL)	www.lakeforest.edu	164.68.1.70	42.24	-87.872
Lake Forest Graduate School of Management (IL)	www.lakeforestmba.edu	204.232.246.176	29.489	-98.399
Lake Superior State University (MI)	www.lssu.edu	198.110.216.3	46.409	-84.354
Lake-Sumter State College (FL)	www.lssc.edu	64.56.88.53	28.884	-81.793
Lakeland College (WI)	lakeland.edu	205.213.172.104	43.751	-87.714
Lakeview College of Nursing (IL)	www.lakeviewcol.edu	64.90.50.84	33.927	-117.861
Lamar University (TX)	www.lamar.edu	140.158.64.248	30.086	-94.102
Lancaster Bible College (PA)	www.lbc.edu	50.57.10.148	29.489	-98.399
Lancaster Theological Seminary (PA)	lancasterseminary.edu	192.240.170.122	42.465	-83.231
Lander University (SC)	www.lander.edu	205.153.61.138	34.248	-82.147
Landmark College (VT)	www.landmark.edu	162.211.85.160	39.924	-75.62
Lane College (TN)	www.lanecollege.edu	206.23.78.11	36.104	-86.66
Langston University (OK)	www.langston.edu	64.207.179.135	34.02	-118.393
Lasell College (MA)	www.lasell.edu	209.122.107.22	42.344	-71.248
Lawrence Technological University (MI)	www.ltu.edu	72.32.247.80	29.489	-98.399
Lawrence University (WI)	www.lawrence.edu	143.44.200.14	44.262	-88.415
Le Moyne College (NY)	www.lemoyne.edu	192.231.124.144	43.035	-76.073
Lebanon Valley College (PA)	www.lvc.edu	192.77.143.15	40.344	-76.551
Lee University (TN)	www.leeuniversity.edu	205.189.255.230	35.098	-84.912
Lees-McRae College (NC)	www.lmc.edu	216.54.215.155	36.073	-79.792
Lehigh University (PA)	www.lehigh.edu	128.180.2.57	40.59	-75.355
LeMoyne-Owen College (TN)	www.loc.edu	72.55.122.101	35.15	-90.049
Lenoir-Rhyne University (NC)	www.lr.edu	204.84.232.156	35.767	-81.336
Lesley University (MA)	www.lesley.edu	198.61.146.106	42.38	-71.133
LeTourneau University (TX)	www.letu.edu	66.185.64.40	32.452	-94.641
Lewis & Clark College (OR)	www.lclark.edu	149.175.1.93	45.451	-122.696
Lewis-Clark State College (ID)	www.lcsc.edu	74.118.22.2	46.168	-116.92
Lewis University (IL)	www.lewisu.edu	204.248.57.178	41.912	-88.135
Lexington College (IL)	www.lexingtoncollege.edu	181.224.147.202	41.85	-87.65
Liberty University (VA)	www.liberty.edu	208.95.48.207	37.344	-79.206
Life Pacific College (CA)	lifepacific.edu	66.175.211.95	39.49	-74.477
Life University (GA)	www.life.edu	66.213.138.213	33.925	-84.541
LIM College (NY)	www.limcollege.edu	72.4.116.144	29.489	-98.399
Limestone College (SC)	www.limestone.edu	216.70.108.27	34.02	-118.393
Lincoln Christian University (IL)	www.lincolnchristian.edu	199.255.167.3	40.344	-88.762
Lincoln College (IL)	lincolncollege.edu	64.207.147.188	34.02	-118.393
Lincoln College of New England (CT)	www.lincolncollegene.edu	50.56.49.82	29.489	-98.399
Lincoln Memorial University (TN)	www.lmunet.edu	50.62.243.1	33.612	-111.891
Lincoln University (MO)	www.lincolnu.edu	208.93.209.53	41.516	-81.682
Lincoln University (PA)	www.lincoln.edu	192.131.155.23	39.78	-75.885
Lindenwood University (MO)	www.lindenwood.edu	68.191.206.6	38.802	-90.627
Lindsey Wilson College (KY)	www.lindsey.edu	67.141.61.89	37.119	-85.291
Linfield College (OR)	www.linfield.edu	107.0.48.5	45.195	-123.247
Lipscomb University (TN)	www.lipscomb.edu	66.18.110.50	35.227	-80.843
Livingstone College (NC)	www.livingstone.edu	173.226.68.6	35.709	-80.452
Lock Haven University of Pennsylvania (PA)	www.lhup.edu	151.161.128.40	41.325	-77.458
Logan University (MO)	www.logan.edu	216.238.211.23	38.631	-90.192
Loma Linda University (CA)	www.llu.edu	151.112.124.102	34.053	-117.249
Long Island University (NY)	www.liu.edu	148.4.248.200	40.815	-73.624
Long Island University–Arnold & Marie Schwartz College of Pharmacy & Health Sciences	www.liu.edu	148.4.248.200	40.815	-73.624
Long Island University–Brentwood Campus	www.liu.edu	148.4.248.200	40.815	-73.624
Long Island University–Brooklyn Campus	www.liu.edu	148.4.248.200	40.815	-73.624
Long Island University–C.W. Post Campus	www.liu.edu	148.4.248.200	40.815	-73.624
Long Island University–Hudson	www.liu.edu	148.4.248.200	40.815	-73.624
Long Island University–Riverhead	www.liu.edu	148.4.248.200	40.815	-73.624
Longwood University (VA)	www.longwood.edu	159.230.4.205	37.302	-78.395
Longy School of Music (MA)	www.longy.edu	69.195.124.123	40.218	-111.613
Loras College (IA)	www.loras.edu	66.135.53.250	29.489	-98.399
Louisiana College (LA)	www.lacollege.edu	199.38.60.195	31.282	-92.469
Louisiana State University (LA)	www.lsu.edu	130.39.6.220	30.405	-91.187
Louisiana State University–Alexandria (LA)	www.lsua.edu	198.62.176.36	31.2	-92.351
Louisiana State University–Law Center	www.law.lsu.edu	130.39.19.177	30.405	-91.187
Louisiana State University Health Sciences Center–New Orleans (LA)	www.lsuhsc.edu	155.58.211.13	30.136	-91.054
Louisiana State University Health Sciences Center–Shreveport	www.lsuhscshreveport.edu	206.176.170.189	32.525	-93.75
Louisiana State University–Shreveport (LA)	www.lsus.edu	198.182.205.248	32.252	-93.576
Louisiana State University System (LA)	www.lsusystem.edu	155.58.211.31	30.136	-91.054
Louisiana Tech University (LA)	www.latech.edu	138.47.28.54	32.515	-92.626
Louisville Presbyterian Theological Seminary (KY)	www.lpts.edu	108.175.154.120	38.438	-122.675
Lourdes University (OH)	www.lourdes.edu	68.70.185.92	41.664	-83.555
Loyola University Maryland (MD)	www.loyola.edu	144.126.4.216	39.356	-76.636
Loyola Marymount University (CA)	www.lmu.edu	157.242.103.16	33.957	-118.404
Loyola University Chicago (IL)	www.luc.edu	147.126.1.230	42.011	-87.669
Loyola University New Orleans (LA)	www.loyno.edu	141.164.24.217	29.947	-90.123
Lubbock Christian University (TX)	www.lcu.edu	99.198.113.74	41.882	-87.644
Luther College (IA)	www.luther.edu	198.133.77.45	43.331	-91.751
Luther Seminary (MN)	www.luthersem.edu	208.82.51.67	44.98	-93.175
Lutheran School of Theology at Chicago (IL)	www.lstc.edu	72.47.224.114	34.02	-118.393
Lutheran Theological Seminary at Gettysburg (PA)	www.ltsg.edu	50.205.12.55	38	-97
Lutheran Theological Seminary at Philadelphia (PA)	ltsp.edu	108.161.131.160	40.57	-74.633
Lycoming College (PA)	www.lycoming.edu	209.183.183.2	41.399	-76.792
Lyme Academy College of Fine Arts (CT)	www.lymeacademy.edu	64.207.99.52	41.286	-72.796
Lynchburg College (VA)	www.lynchburg.edu	54.227.255.76	39.044	-77.488
Lyndon State College (VT)	lyndonstate.edu	216.70.82.64	34.02	-118.393
Lynn University (FL)	www.lynn.edu	72.167.40.228	33.612	-111.891
Lyon College (AR)	www.lyon.edu	54.209.169.12	39.044	-77.488
Naropa University (CO)	www.naropa.edu	208.93.209.151	41.516	-81.682
National American University (SD)	www.national.edu	139.146.140.66	39.034	-94.572
National College of Natural Medicine (OR)	www.ncnm.edu	204.11.61.104	33.02	-96.742
National Defense University (DC)	www.ndu.edu	107.14.41.73	38	-97
National Graduate School of Quality Management (MA)	ngs.edu	192.241.147.196	40.727	-73.998
National Hispanic University (CA)	www.nhu.edu	74.116.156.98	39.556	-76.124
National Intelligence University (DC)	www.ni-u.edu	66.147.242.94	40.218	-111.613
National Labor College (MD)	www.nlc.edu	173.236.226.1	33.927	-117.861
National-Louis University (IL)	www.nl.edu	65.79.10.75	41.813	-87.821
National University (CA)	www.nu.edu	198.17.145.122	32.867	-117.248
National University of Health Sciences (IL)	www.nuhs.edu	173.204.23.226	37.79	-122.394
Navajo Technical University (NM)	www.navajotech.edu	192.186.252.196	33.612	-111.891
Naval Postgraduate School (CA)	www.nps.edu	205.155.65.20	36.37	-121.841
Nazarene Bible College (CO)	www.nbc.edu	216.253.204.24	38.804	-104.776
Nazareth College (NY)	www2.naz.edu	204.128.145.134	43.115	-77.558
Nebraska Christian College (NE)	www.nechristian.edu	216.70.81.92	34.02	-118.393
Nebraska Methodist College (NE)	www.methodistcollege.edu	207.20.55.16	39.624	-104.874
Nebraska Wesleyan University (NE)	www.nebrwesleyan.edu	107.22.252.238	39.044	-77.488
Neumann University (PA)	www.neumann.edu	209.213.220.119	39.869	-75.396
New College of Florida (FL)	www.ncf.edu	208.93.209.161	41.516	-81.682
New England College (NH)	www.nec.edu	72.14.187.5	32.783	-96.807
New England College of Business & Finance (MA)	www.necb.edu	68.68.249.113	33.447	-86.74
New England College of Optometry (MA)	www.neco.edu	67.192.230.240	29.489	-98.399
New England Conservatory of Music (MA)	necmusic.edu	184.106.39.164	29.489	-98.399
New England Institute of Art (MA)	new.artinstitutes.edu	107.23.116.85	39.044	-77.488
New England Institute of Technology (RI)	www.neit.edu	216.146.45.244	42.988	-71.465
New Hope Christian College (OR)	www.newhope.edu	98.143.159.197	34.044	-118.251
New Jersey City University (NJ)	www.njcu.edu	130.156.5.27	40.692	-74.07
New Jersey Institute of Technology (NJ)	www.njit.edu	128.235.251.25	40.736	-74.174
New Mexico Highlands University (NM)	www.nmhu.edu	206.206.136.6	35.218	-105.965
New Mexico Institute of Mining & Technology (NM)	www.nmt.edu	129.138.83.200	33.897	-107.026
New Mexico State University (NM)	www.nmsu.edu	128.123.3.2	32.274	-106.747
New Orleans Baptist Theological Seminary (LA)	www.nobts.edu	207.141.228.2	30.024	-90.01
The New School (NY)	www.newschool.edu	98.129.116.147	29.489	-98.399
New York Chiropractic College (NY)	www.nycc.edu	24.105.183.5	42.868	-76.785
New York Institute of Technology (NY)	www.nyit.edu	64.35.176.99	40.79	-73.596
New York Medical College (NY)	www.nymc.edu	64.118.223.14	41.088	-73.777
New York University (NY)	www.nyu.edu	128.122.119.202	40.732	-73.988
Newberry College (SC)	www.newberry.edu	184.106.55.52	29.489	-98.399
Newbury College (MA)	www.newbury.edu	54.208.244.0	39.044	-77.488
Newman University (KS)	www.newmanu.edu	205.186.141.83	34.02	-118.393
NewSchool of Architecture & Design (CA)	newschoolarch.edu	74.116.156.149	39.556	-76.124
Niagara University (NY)	www.niagara.edu	192.188.5.61	43.134	-79.036
Nichols College (MA)	www.nichols.edu	40.140.148.12	42.058	-71.847
Nicholls State University (LA)	www.nicholls.edu	198.51.92.56	29.803	-90.817
Norfolk State University (VA)	www.nsu.edu	204.155.176.110	36.864	-76.262
North Carolina A&T State University (NC)	www.ncat.edu	152.8.145.72	36.081	-80.024
North Carolina Central University (NC)	www.nccu.edu	152.9.6.145	35.95	-78.962
North Carolina Wesleyan College (NC)	www.ncwc.edu	66.76.208.138	35.986	-77.852
North Central University (MN)	www.northcentral.edu	209.118.104.108	44.964	-93.262
North Central College (IL)	northcentralcollege.edu	192.160.165.163	41.786	-88.147
North Carolina State University (NC)	www.ncsu.edu	152.1.226.10	35.746	-78.724
North Dakota State University (ND)	www.ndsu.edu	134.129.111.121	46.877	-96.79
North Greenville University (SC)	www.ngu.edu	174.143.29.28	29.489	-98.399
North Park University (IL)	www.northpark.edu	66.155.188.37	41.976	-87.702
Northcentral University (AZ)	www.ncu.edu	184.154.255.235	41.888	-87.637
Northeast Ohio Medical University (OH)	www.neomed.edu	166.78.158.197	29.489	-98.399
Northeastern Illinois University (IL)	www.neiu.edu	107.21.104.61	39.044	-77.488
Northeastern Seminary at Roberts Wesleyan College (NY)	www.nes.edu	24.213.134.10	43.155	-77.616
Northeastern State University (OK)	www.nsuok.edu	192.78.4.253	35.915	-94.97
Northeastern State University–Broken Arrow (OK)	www.nsuok.edu	192.78.4.253	35.915	-94.97
Northeastern State University–Muskogee (OK)	www.nsuok.edu	192.78.4.253	35.915	-94.97
Northeastern University (MA)	www.northeastern.edu	155.33.17.68	42.342	-71.088
Northern Arizona University (AZ)	www.nau.edu	134.114.254.11	35.631	-112.052
Northern Baptist Theological Seminary (IL)	www.seminary.edu	98.129.229.44	29.489	-98.399
Northern Illinois University (IL)	www.niu.edu	131.156.69.43	41.896	-88.744
Northern Kentucky University (KY)	www.nku.edu	192.122.237.7	38.964	-84.369
Northern Michigan University (MI)	www.nmu.edu	198.110.200.4	46.629	-87.48
Northern New Mexico College (NM)	nnmc.edu	205.166.231.30	36.001	-106.132
Northern State University (SD)	www.northern.edu	206.176.54.66	45.482	-98.506
Northland College (WI)	www.northland.edu	205.213.14.24	42.973	-90.867
Northwest Christian University (OR)	www.nwcu.edu	50.202.219.3	40.048	-105.384
Northwest Florida State College (FL)	www.nwfsc.edu	204.49.80.84	30.517	-86.482
Northwest Indian College (WA)	www.nwic.edu	66.165.60.169	48.798	-122.41
Northwest Missouri State University (MO)	www.nwmissouri.edu	198.209.246.49	38.882	-92.402
Northwest Nazarene University (ID)	www.nnu.edu	198.60.215.30	43.541	-116.564
Northwest University (WA)	www.northwestu.edu	70.97.96.63	47.673	-122.187
Northwestern College (IA)	www.nwciowa.edu	198.178.167.34	43.026	-96.087
Northwestern Health Sciences University (MN)	www.nwhealth.edu	64.122.219.100	44.98	-93.264
Northwestern Oklahoma State University (OK)	www.nwosu.edu	64.89.44.97	38.65	-90.533
Northwestern State University (LA)	www.nsula.edu	192.102.223.254	31.748	-93.079
Northwestern University (IL)	www.northwestern.edu	129.105.215.254	42.059	-87.684
Northwood University (FL / MI / TX)	www.northwood.edu	12.106.174.239	43.582	-84.358
Norwich University (VT)	www.norwich.edu	69.147.177.131	42.119	-71.103
Notre Dame College (OH)	www.notredamecollege.edu	54.235.157.148	39.044	-77.488
Notre Dame de Namur University (CA)	www.ndnu.edu	74.220.208.130	40.218	-111.613
Notre Dame Seminary (LA)	nds.edu	206.41.39.50	29.947	-90.123
Nova Southeastern University (FL)	www.nova.edu	137.52.130.45	26.07	-80.222
Nyack College (NY)	www.nyack.edu	205.186.184.106	34.02	-118.393
Oak Hills Christian College (MN)	www.oakhills.edu	184.73.178.253	39.044	-77.488
Oakland City University (IN)	www.oak.edu	162.209.0.20	29.489	-98.399
Oakland University (MI)	www.oakland.edu	141.210.5.100	42.658	-83.184
Oakwood University (AL)	www.oakwood.edu	69.73.17.195	34.73	-86.586
Oberlin College (OH)	www.oberlin.edu	132.162.1.208	40.801	-81.345
Oblate School of Theology (TX)	www.ost.edu	69.89.31.84	40.218	-111.613
Occidental College (CA)	www.oxy.edu	23.23.192.202	39.044	-77.488
Oglala Lakota College (SD)	www.olc.edu	64.251.167.181	43.101	-100.988
Oglethorpe University (GA)	www.oglethorpe.edu	38.110.37.8	33.877	-84.334
Ohio Christian University (OH)	www.ohiochristian.edu	162.209.40.56	29.489	-98.399
Ohio Dominican University (OH)	www.ohiodominican.edu	199.218.242.32	40.016	-82.918
Ohio Northern University (OH)	www.onu.edu	140.228.10.180	40.773	-83.804
Ohio State University (OH)	www.osu.edu	140.254.112.210	39.988	-83.044
Ohio State University–Lima (OH)	lima.osu.edu	164.107.156.6	40.706	-84.066
Ohio State University–Mansfield (OH)	mansfield.osu.edu	140.254.112.210	39.988	-83.044
Ohio State University–Marion (OH)	osumarion.osu.edu	140.254.112.210	39.988	-83.044
Ohio State University–Newark (OH)	newark.osu.edu	164.107.27.218	40.087	-82.546
Ohio University (OH)	www.ohio.edu	132.235.8.149	39.303	-82.083
Ohio University–Eastern Campus	www.ohio.edu	132.235.8.149	39.303	-82.083
Ohio University–Lancaster	www.ohio.edu	132.235.8.149	39.303	-82.083
Ohio University–Zanesville (OH)	www.ohio.edu	132.235.8.149	39.303	-82.083
Ohio Valley University (WV)	www.ovu.edu	198.1.99.79	40.234	-111.658
Ohio Wesleyan University (OH)	www.owu.edu	72.3.240.116	29.489	-98.399
Oklahoma Baptist University (OK)	www.okbu.edu	164.58.90.107	35.327	-96.925
Oklahoma Christian University (OK)	www.oc.edu	205.143.216.153	35.468	-97.516
Oklahoma City University (OK)	www.okcu.edu	24.248.245.125	35.481	-97.537
Oklahoma Panhandle State University (OK)	www.opsu.edu	156.110.96.194	35.703	-96.863
Oklahoma State University (OK)	www.okstate.edu	139.78.99.6	36.094	-96.988
Oklahoma State University–Center for Health Sciences (OK)	www.healthsciences.okstate.edu	198.183.248.8	36.191	-95.982
Oklahoma State University–Institute of Technology (OK)	go.osuit.edu	64.112.255.14	35.66	-95.988
Oklahoma State University–Oklahoma City (OK)	www.osuokc.edu	66.186.144.235	35.481	-97.578
Oklahoma State University–Tulsa (OK)	www.osu-tulsa.okstate.edu	192.234.12.3	36.191	-95.982
Oklahoma Wesleyan University (OK)	www.okwu.edu	23.92.29.101	39.49	-74.477
Old Dominion University (VA)	www.odu.edu	128.82.111.39	36.931	-76.24
Olivet College (MI)	www.olivetcollege.edu	23.253.173.107	29.489	-98.399
Olivet Nazarene University (IL)	www.olivet.edu	68.73.225.93	41.192	-87.856
Olivet University (CA)	www.olivetuniversity.edu	209.237.253.51	37.776	-122.413
Olympic College (WA)	www.olympic.edu	134.39.29.251	47.565	-122.641
Oral Roberts University (OK)	www.oru.edu	205.143.139.55	36.054	-95.958
Oregon College of Art & Craft (OR)	www.ocac.edu	64.62.131.228	37.516	-121.896
Oregon Health & Science University (OR)	www.ohsu.edu	137.53.244.59	45.507	-122.693
Oregon Institute of Technology (OR)	www.oit.edu	140.211.128.21	42.444	-122.174
Oregon State University (OR)	oregonstate.edu	128.193.4.112	44.564	-123.279
Otis College of Art & Design (CA)	www.otis.edu	107.6.92.170	37.396	-121.962
Ottawa University (KS)	www.ottawa.edu	174.122.222.106	38.623	-95.269
Otterbein University (OH)	www.otterbein.edu	205.133.226.154	40.126	-82.929
Ouachita Baptist University (AR)	www.obu.edu	69.160.148.37	34.789	-92.413
Our Lady of Holy Cross College (LA)	www.olhcc.edu	207.20.47.188	39.624	-104.874
Our Lady of the Lake College (LA)	www.ololcollege.edu	216.243.143.50	44.953	-93.576
Our Lady of the Lake University (TX)	www.ollusa.edu	72.52.5.200	26.022	-80.15
Ozark Christian College (MO)	occ.edu	204.13.180.234	37.12	-94.498
Queens University of Charlotte (NC)	www.queens.edu	207.20.47.188	39.624	-104.874
Quincy University (IL)	www.quincy.edu	216.8.94.110	39.802	-89.644
Quinnipiac University (CT)	www.quinnipiac.edu	192.152.243.60	41.339	-72.739
Radford University (VA)	www.radford.edu	137.45.29.220	37.138	-80.551
Ramapo College of New Jersey (NJ)	www.ramapo.edu	192.107.108.90	41.078	-74.176
Randolph College (VA)	www.randolphcollege.edu	192.149.97.6	37.449	-79.238
Randolph-Macon College (VA)	www.rmc.edu	192.240.93.185	37.756	-77.489
Ranken Technical College (MO)	www.ranken.edu	204.184.139.174	38.882	-92.402
Rasmussen College (FL / IL / MN / ND / WI)	www.rasmussen.edu	67.208.34.154	32.788	-96.8
Reconstructionist Rabbinical College (PA)	www.rrc.edu	64.131.81.249	38.931	-77.349
Reed College (OR)	www.reed.edu	134.10.2.252	45.476	-122.641
Reformed Theological Seminary (MS)	www.rts.edu	216.98.5.213	28.618	-81.434
Regent University (VA)	www.regent.edu	70.175.9.91	35.386	-94.399
Regis College (MA)	www.regiscollege.edu	207.154.21.17	42.279	-71.416
Regis University (CO)	www.regis.edu	207.93.211.94	39.764	-105.018
Reinhardt University (GA)	www.reinhardt.edu	69.48.240.151	39.952	-75.164
Rensselaer Polytechnic Institute (NY)	www.rpi.edu	128.113.2.68	42.75	-73.595
Research College of Nursing (MO)	researchcollege.edu	199.91.36.45	36.166	-86.784
Resurrection University (IL)	resu.edu	50.63.119.1	33.612	-111.891
Rhode Island College (RI)	www.ric.edu	192.133.12.63	41.839	-71.437
Rhode Island School of Design (RI)	www.risd.edu	209.134.53.95	38.58	-90.274
Rhodes College (TN)	www.rhodes.edu	64.50.95.13	35.147	-89.981
Rice University (TX)	www.rice.edu	128.42.206.11	29.718	-95.419
Richard Stockton College of New Jersey (NJ)	www.stockton.edu	134.210.1.105	39.478	-74.575
Richmont Graduate University (TN)	richmont.edu	69.89.31.120	40.218	-111.613
Rider University (NJ)	www.rider.edu	107.22.178.157	39.044	-77.488
Ringling College of Art & Design (FL)	www.ringling.edu	50.17.184.70	39.044	-77.488
Ripon College (WI)	www.ripon.edu	143.109.100.100	43.877	-88.846
Rivier University (NH)	www.rivier.edu	66.251.112.8	42.734	-71.463
Roanoke College (VA)	roanoke.edu	198.46.57.41	37.396	-121.962
Robert Morris University (PA)	www.rmu.edu	192.203.233.224	40.5	-80.184
Robert Morris University–Illinois (IL)	www.robertmorris.edu	12.2.169.230	41.764	-91.633
Roberts Wesleyan College (NY)	www.roberts.edu	24.213.134.27	43.155	-77.616
Rochester College (MI)	www.rc.edu	72.167.201.131	33.449	-111.801
Rochester Institute of Technology (NY)	www.rit.edu	129.21.1.40	43.09	-77.638
Rockford University (IL)	www.rockford.edu	24.73.102.184	27.948	-82.458
Rockhurst University (MO)	www.rockhurst.edu	54.243.158.106	39.044	-77.488
Rocky Mountain College (MT)	www.rocky.edu	63.158.238.57	38	-97
Rocky Mountain College of Art & Design (CO)	www.rmcad.edu	74.202.170.204	39.739	-104.985
Roger Williams University (RI)	www.rwu.edu	107.20.247.107	39.044	-77.488
Rogers State University (OK)	www.rsu.edu	198.187.154.7	36.356	-95.603
Rollins College (FL)	www.rollins.edu	66.195.118.41	28.602	-81.359
Roosevelt University (IL)	www.roosevelt.edu	198.64.152.85	39.624	-104.874
Rosalind Franklin University of Medicine & Science (IL)	www.rosalindfranklin.edu	50.63.85.172	33.612	-111.891
Rose-Hulman Institute of Technology (IN)	www.rose-hulman.edu	137.112.18.53	39.466	-87.315
Roseman University of Health Sciences (AZ)	www.roseman.edu	64.72.101.66	34.055	-117.752
Rosemont College (PA)	www.rosemont.edu	70.47.39.82	40.822	-74.456
Rowan University (NJ)	www.rowan.edu	150.250.77.17	39.697	-75.125
Rush University (IL)	www.rushu.rush.edu	144.74.60.152	41.878	-87.685
Rust College (MS)	www.rustcollege.edu	66.175.191.151	32.433	-90.156
Rutgers University–Camden (NJ)	www.camden.rutgers.edu	165.230.96.87	40.552	-74.464
Rutgers University–New Brunswick (NJ)	nb.rutgers.edu	128.6.68.137	40.279	-74.368
Rutgers University–Newark (NJ)	www.newark.rutgers.edu	165.230.64.228	40.768	-74.168
Tabor College (KS)	www.tabor.edu	209.151.248.226	34.053	-118.264
Talladega College (AL)	www.talladega.edu	65.182.101.167	33.45	-112.071
Tarleton State University (TX)	www.tarleton.edu	173.255.37.169	32.215	-98.208
Taylor University (IN)	www.taylor.edu	192.195.234.64	40.444	-85.489
TCM International Institute (IN)	www.tcmi.org	198.185.159.135	38	-97
Temple University (PA)	www.temple.edu	155.247.166.60	39.977	-75.145
Tennessee State University (TN)	www.tnstate.edu	173.233.193.27	36.166	-86.784
Tennessee Technological University (TN)	www.tntech.edu	149.149.5.144	36.142	-85.455
Tennessee Wesleyan College (TN)	www.twcnet.edu	67.23.47.252	29.489	-98.399
Texas A&M International University (TX)	www.tamiu.edu	165.95.226.3	30.652	-96.341
Texas A&M University (TX)	www.tamu.edu	165.91.22.70	30.652	-96.341
Texas A&M University–Central Texas (TX)	www.tamuct.org	184.168.221.23	33.612	-111.891
Texas A&M University–Commerce (TX)	www.tamuc.edu	68.232.1.147	33.247	-95.9
Texas A&M University–Corpus Christi (TX)	www.tamucc.edu	64.71.82.16	27.702	-97.342
Texas A&M University–Galveston (TX)	www.tamug.edu	165.95.48.8	29.581	-95.027
Texas A&M University Health Science Center (TX)	medicine.tamhsc.edu	66.64.80.72	30.652	-96.341
Texas A&M University–Kingsville (TX)	www.tamuk.edu	139.94.97.208	27.462	-97.844
Texas A&M University–San Antonio (TX) (operates as branch of Texas A&M University–Kingsville)	en.wikipedia.org	208.80.154.224	37.79	-122.394
Texas A&M University–Texarkana (TX)	tamut.edu	165.95.166.5	30.652	-96.341
Texas Chiropractic College (TX)	www.txchiro.edu	192.186.239.67	33.612	-111.891
Texas Christian University (TX)	www.tcu.edu	138.237.38.177	32.771	-97.292
Texas College (TX)	www.texascollege.edu	66.76.35.29	32.318	-95.292
Texas Southern University (TX)	www.tsu.edu	67.66.218.187	29.679	-95.408
Texas State University–San Marcos (TX)	www.txstate.edu	147.26.201.246	29.873	-98.014
Texas Tech University (TX)	www.ttu.edu	129.118.241.25	33.61	-101.821
