Lamar University (TX)	www.lamar.edu	140.158.64.248
Lancaster Bible College (PA)	www.lbc.edu	50.57.10.148
Lancaster Theological Seminary (PA)	lancasterseminary.edu	192.240.170.122
Lander University (SC)	www.lander.edu	205.153.61.138
Landmark College (VT)	www.landmark.edu	162.211.85.160
Lane College (TN)	www.lanecollege.edu	206.23.78.11
Langston University (OK)	www.langston.edu	64.207.179.135
Lasell College (MA)	www.lasell.edu	209.122.107.22
Lawrence Technological University (MI)	www.ltu.edu	72.32.247.80
Lawrence University (WI)	www.lawrence.edu	143.44.200.14
Le Moyne College (NY)	www.lemoyne.edu	192.231.124.144
Lebanon Valley College (PA)	www.lvc.edu	192.77.143.15
Lee University (TN)	www.leeuniversity.edu	205.189.255.230
Lees-McRae College (NC)	www.lmc.edu	216.54.215.155
Lehigh University (PA)	www.lehigh.edu	128.180.2.57
LeMoyne-Owen College (TN)	www.loc.edu	72.55.122.101
Lenoir-Rhyne University (NC)	www.lr.edu	204.84.232.156
Lesley University (MA)	www.lesley.edu	198.61.146.106
LeTourneau University (TX)	www.letu.edu	66.185.64.40
Lewis & Clark College (OR)	www.lclark.edu	149.175.1.93
Lewis-Clark State College (ID)	www.lcsc.edu	74.118.22.2
Lewis University (IL)	www.lewisu.edu	204.248.57.178
Lexington College (IL)	www.lexingtoncollege.edu	181.224.147.202
Liberty University (VA)	www.liberty.edu	208.95.48.207
Life Pacific College (CA)	lifepacific.edu	66.175.211.95
Life University (GA)	www.life.edu	66.213.138.213
LIM College (NY)	www.limcollege.edu	72.4.116.144
Limestone College (SC)	www.limestone.edu	216.70.108.27
Lincoln Christian University (IL)	www.lincolnchristian.edu	199.255.167.3
Lincoln College (IL)	lincolncollege.edu	64.207.147.188
Lincoln College of New England (CT)	www.lincolncollegene.edu	50.56.49.82
Lincoln Memorial University (TN)	www.lmunet.edu	50.62.243.1
Lincoln University (MO)	www.lincolnu.edu	208.93.209.53
Lincoln University (PA)	www.lincoln.edu	192.131.155.23
Lindenwood University (MO)	www.lindenwood.edu	68.191.206.6
